index,img,target,0,1,2,3,4,5,6,7
28,PNEUMONIA(2899).jpg,2,-1.329495907,12.93268776,0.279593647,0.985456526,5.795098305,464604.5,0,-0.152802214
29,PNEUMONIA(515).jpg,2,-1.409555316,13.67168331,0.463487148,0.992083669,5.519993305,352874,0,-0.115327455
30,PNEUMONIA(1120).jpg,2,-1.29629302,15.1205349,0.48163408,0.998154581,6.237383842,1950408.5,0,-0.010092514
31,PNEUMONIA(1073).jpg,2,-1.361979365,14.51117516,0.33844611,0.995286882,6.111118793,1067247.5,0,-0.037512802
32,PNEUMONIA(414).jpg,2,-1.316884756,12.57173252,0.256956637,0.985545158,5.751300812,403919,0,-0.095668331
33,PNEUMONIA(3336).jpg,2,-1.263838172,13.32018757,0.420611501,0.994539261,5.821494579,655291.5,0,-0.06814643
34,PNEUMONIA(441).jpg,2,-1.283913732,11.84978962,0.264262557,0.980638325,5.569646358,270250.5,0,-0.181520045
35,PNEUMONIA(3216).jpg,2,-1.380623817,12.87378979,0.388474971,0.982889354,5.459654808,262363.5,0,-0.168150365
36,PNEUMONIA(2376).jpg,2,-1.426223278,14.86268711,0.399053663,0.992675841,5.955157757,834190,0,-0.054016028
37,PNEUMONIA(2397).jpg,2,-1.346354485,14.31334496,0.426642835,0.996671855,5.931346893,845373.5,0,-0.024049304
38,PNEUMONIA(2595).jpg,2,-1.225948215,12.04915428,0.331740469,0.987905562,5.637029171,359090.5,0,-0.133866295
39,PNEUMONIA(99).jpg,2,-1.274047136,11.910676,0.228902757,0.982314587,5.694621086,339625.5,0,-0.141544595
40,PNEUMONIA(1846).jpg,2,-1.30475688,13.2734375,0.302024424,0.992851436,5.922053337,649126.5,0,-0.082479589
41,PNEUMONIA(418).jpg,2,-1.428921461,15.02958298,0.431029886,0.996199012,5.944184303,867831,0,-0.027940866
42,PNEUMONIA(745).jpg,2,-1.17208159,11.50207233,0.119339265,0.984469473,6.119073868,763195.5,0,-0.14685829
43,PNEUMONIA(2418).jpg,2,-1.541523814,15.55223465,0.601030111,0.994046092,5.560987949,533646,0,-0.061911538
44,PNEUMONIA(3046).jpg,2,-1.14748168,12.05900478,0.361185193,0.993603766,5.785758018,542046.5,0,-0.074082419
45,PNEUMONIA(2683).jpg,2,-1.425442457,13.63014698,0.460458785,0.987799764,5.478198528,317473.5,0,-0.058220368
46,PNEUMONIA(2919).jpg,2,-1.255917549,13.63215065,0.433323711,0.994375229,5.928760052,867100,0,-0.064749993
47,PNEUMONIA(3300).jpg,2,-1.314005494,12.66343784,0.301542699,0.989100814,5.699290276,388634.5,0,-0.096318066
48,PNEUMONIA(1427).jpg,2,-1.551047802,16.02471542,0.664769232,0.995966733,5.560828209,647354.5,0,-0.0555395
49,PNEUMONIA(1895).jpg,2,-1.425511956,13.66407585,0.466974616,0.990961611,5.477610111,322190,0,-0.113284729
50,PNEUMONIA(788).jpg,2,-1.407733321,13.84378529,0.422332793,0.989186287,5.645632267,430115,0,-0.115903459
51,PNEUMONIA(312).jpg,2,-1.302206159,13.37056828,0.238104224,0.991515636,6.089325428,851919,0,-0.068802997
52,PNEUMONIA(2963).jpg,2,-1.384094954,14.15332508,0.397442698,0.991610587,5.84074831,642426,0,-0.110251613
53,PNEUMONIA(984).jpg,2,-1.287939787,13.73099232,0.244618177,0.994633079,6.24028635,1223368,0,-0.031157203
54,PNEUMONIA(3269).jpg,2,-1.290793419,13.32390499,0.409538746,0.991656959,5.774263382,571800.5,0.30103001,-0.116336375
55,PNEUMONIA(1461).jpg,2,-1.25339067,12.74837685,0.290277928,0.989914,5.897821426,603883.5,0.30103001,-0.122708745
56,PNEUMONIA(3288).jpg,2,-1.316507459,11.72435951,0.289772868,0.969500244,5.406921387,193897,0,-0.246003196
57,PNEUMONIA(1684).jpg,2,-1.310094237,13.0238142,0.322133631,0.986668169,5.787882328,494792.5,0,-0.165640414
58,PNEUMONIA(2815).jpg,2,-1.256289959,11.43424606,0.21148394,0.978190184,5.61044836,271967.5,0,-0.199683651
59,PNEUMONIA(1916).jpg,2,-1.267073154,12.49424171,0.245492622,0.986781955,5.87256813,526656,0,-0.101513721
60,PNEUMONIA(175).jpg,2,-1.311579227,13.7468729,0.321079165,0.992851436,6.026785851,857339.5,0,-0.067589641
61,PNEUMONIA(1106).jpg,2,-1.502738833,15.70508194,0.52883178,0.993883729,5.810679436,789146,0.30103001,-0.071226768
62,PNEUMONIA(570).jpg,2,-1.307790637,12.51678848,0.287737608,0.98612982,5.691583633,372301.5,0,-0.082467675
63,PNEUMONIA(1632).jpg,2,-1.322538018,13.81262398,0.450553954,0.994258404,5.787281036,641339.5,0,-0.056746528
64,PNEUMONIA(381).jpg,2,-1.193524957,10.20907116,0.152118653,0.96110642,5.480871677,184277,0.30103001,-0.372704029
65,PNEUMONIA(2422).jpg,2,-1.256775856,11.99206161,0.269007444,0.983999968,5.672742367,347058.5,0,-0.157672584
66,PNEUMONIA(2427).jpg,2,-1.094583631,9.173398018,0.106295444,0.94003582,5.468589306,167957.5,0,-0.427016973
67,PNEUMONIA(1295).jpg,2,-1.207857251,12.98237228,0.348740458,0.99287957,5.984025002,827259.5,0,-0.060411096
68,PNEUMONIA(100).jpg,2,-1.341139793,14.94297504,0.503345132,0.997401416,6.016983509,1227570,0,-0.059579514
69,PNEUMONIA(1967).jpg,2,-1.3383075,13.09715748,0.297205359,0.988578796,5.789455891,472176.5,0,-0.113546245
70,PNEUMONIA(404).jpg,2,-1.347270608,14.18358612,0.271747977,0.99536407,6.170117855,1083693,0,-0.017333811
71,PNEUMONIA(1721).jpg,2,-1.417847633,14.63542557,0.477658838,0.994691908,5.77345562,649489,0,-0.069734059
72,PNEUMONIA(2443).jpg,2,-1.571196556,16.30333328,0.560710549,0.996199012,5.776208401,780130,0,-0.02817315
73,PNEUMONIA(2134).jpg,2,-1.403020978,14.96240807,0.34643057,0.995286882,6.13254261,1132954,0,-0.037488881
74,PNEUMONIA(2153).jpg,2,-1.410283804,15.69196129,0.519172192,0.998669505,6.046019077,1343950.5,0,-0.019999089
75,PNEUMONIA(3328).jpg,2,-1.326455116,12.51846504,0.344149649,0.985072851,5.542801857,293390,0,-0.197103679
76,PNEUMONIA(2439).jpg,2,-1.324537754,13.84761715,0.305238307,0.995286882,6.056621552,889058.5,0,-0.068004541
77,PNEUMONIA(2389).jpg,2,-1.395558596,14.45759964,0.421974003,0.994473696,5.864531994,711904.5,0,-0.038468495
78,PNEUMONIA(1087).jpg,2,-1.337163806,14.64972973,0.536497176,0.99691236,5.874651909,977905,0,-0.014082397
79,PNEUMONIA(1802).jpg,2,-0.924799502,7.671105862,0.024571944,0.919732988,5.846610546,360351.5,0.30103001,-0.4627617
80,PNEUMONIA(208).jpg,2,-1.306911945,13.24740219,0.45581463,0.988781869,5.629430771,454970,0,-0.139491811
81,PNEUMONIA(1810).jpg,2,-1.184705853,12.00469589,0.267895818,0.99036324,5.854062557,527333,0,-0.130405426
82,PNEUMONIA(322).jpg,2,-1.362825036,14.4199791,0.378872544,0.996434033,6.00677681,907954,0,-0.048021991
83,PNEUMONIA(1137).jpg,2,-1.525555372,15.4337616,0.597557247,0.993671179,5.568642616,538333.5,0,-0.07430201
84,PNEUMONIA(528).jpg,2,-1.345015049,14.45206451,0.35649696,0.995065987,6.102342606,1084977.5,0,-0.05291957
85,PNEUMONIA(2235).jpg,2,-1.386202335,14.77601528,0.362440348,0.994691908,6.089715958,1061416.5,0,-0.054212928
86,PNEUMONIA(1694).jpg,2,-1.20310688,11.34327888,0.145308614,0.981366575,5.889692307,467210,0,-0.149329856
87,PNEUMONIA(1982).jpg,2,-1.273916245,13.5661478,0.445159227,0.993051708,5.836817741,716497.5,0,-0.088965893
88,PNEUMONIA(3331).jpg,2,-1.290885329,11.96613789,0.301116258,0.982131183,5.519911766,257712,0,-0.187148288
89,PNEUMONIA(3080).jpg,2,-1.314090848,12.75612545,0.296638846,0.988578796,5.738190651,420843.5,0,-0.10877768
90,PNEUMONIA(3381).jpg,2,-1.279348731,13.10057354,0.425998628,0.992711067,5.698586941,498586,0,-0.053133182
91,PNEUMONIA(1109).jpg,2,-1.185093045,12.3671627,0.315693915,0.993671179,5.890115738,629970,0,-0.085460268
92,PNEUMONIA(1447).jpg,2,-0.844417453,9.56416893,0.286864221,0.988967717,5.812682629,533900,0,-0.08617533
93,PNEUMONIA(1855).jpg,2,-1.366873741,14.68647194,0.3016451,0.99416548,6.221153736,1282671.5,0,-0.054335564
94,PNEUMONIA(3123).jpg,2,-1.162854433,11.60344315,0.341280252,0.987415195,5.612067223,348154,0,-0.145533308
95,PNEUMONIA(731).jpg,2,-1.17848587,11.99799919,0.31947872,0.990961611,5.76324892,472764.5,0,-0.076567262
96,PNEUMONIA(1805).jpg,2,-1.23011148,13.25925446,0.214916572,0.994539261,6.305804253,1357599.5,0,-0.044457383
97,PNEUMONIA(2496).jpg,2,-1.390833139,13.48077679,0.348415971,0.991327643,5.698442459,419264.5,0,-0.097600222
98,PNEUMONIA(966).jpg,2,-1.199742317,13.09851933,0.417605668,0.997649848,5.921076298,825798,0,-0.009711603
99,PNEUMONIA(2848).jpg,2,-1.352560401,13.8335619,0.38113746,0.994633079,5.842774391,627243.5,0,-0.043341238
100,PNEUMONIA(1203).jpg,2,-1.284513116,14.05561352,0.385980546,0.996199012,6.078704834,1096070.5,0,-0.038957931
101,PNEUMONIA(2599).jpg,2,-1.211150646,12.75377083,0.577245951,0.995286882,5.480228424,452390.5,0,-0.031762734
102,PNEUMONIA(1852).jpg,2,-1.336879969,13.36378288,0.369408578,0.992460489,5.747581005,492045,0,-0.08662726
103,PNEUMONIA(1644).jpg,2,-1.316282392,14.31657791,0.415254325,0.995826364,6.029518604,1037002.5,0,-0.0554346
104,PNEUMONIA(2581).jpg,2,-1.260485291,12.59942532,0.364273399,0.991162002,5.684366703,425501,0,-0.074999563
105,PNEUMONIA(358).jpg,2,-1.227694631,11.10299969,0.219540045,0.972664416,5.541379452,235978.5,0,-0.294778436
106,PNEUMONIA(2457).jpg,2,-1.177939773,11.64226151,0.325065881,0.989699364,5.620482922,343233,0,-0.107260779
107,PNEUMONIA(395).jpg,2,-1.182265162,11.11880589,0.223461047,0.979716957,5.640467644,299293.5,0,-0.213585749
108,PNEUMONIA(668).jpg,2,-1.200652838,12.99948788,0.351572365,0.994913042,6.004995346,875359,0,-0.023692412
109,PNEUMONIA(760).jpg,2,-1.075669765,11.66029549,0.371109992,0.993030846,5.816681385,603052,0,-0.088979088
110,PNEUMONIA(2861).jpg,2,-1.393429875,14.73694515,0.515111744,0.99691236,5.799197197,755377,0,-0.019268036
111,PNEUMONIA(198).jpg,2,-1.329808831,13.43273067,0.310517639,0.990961611,5.896407604,620749,0,-0.102639258
112,PNEUMONIA(2446).jpg,2,-1.304644227,13.06105995,0.294437528,0.990961611,5.867852211,565393.5,0,-0.072160341
113,PNEUMONIA(1905).jpg,2,-1.365662932,15.4170475,0.376167834,0.997401416,6.321667671,1862718.5,0,-0.025315557
114,PNEUMONIA(427).jpg,2,-1.369389534,13.36250973,0.321862131,0.988054752,5.758102894,458612,0,-0.120142207
115,PNEUMONIA(950).jpg,2,-1.309035301,13.8331871,0.367839545,0.993883729,5.973619938,828716.5,0,-0.034231644
116,PNEUMONIA(1798).jpg,2,-1.224579692,12.28966141,0.350027144,0.990326047,5.690004826,420296.5,0,-0.112181768
117,PNEUMONIA(887).jpg,2,-1.304326057,14.53088951,0.357214242,0.99691236,6.236753464,1486841.5,0,-0.031095574
118,PNEUMONIA(733).jpg,2,-1.235579729,12.54164886,0.305119812,0.992082417,5.83955574,543892.5,0,-0.083521679
119,PNEUMONIA(3033).jpg,2,-1.35083735,13.2918272,0.331114948,0.987105608,5.762239456,472456,0,-0.109523907
120,PNEUMONIA(1414).jpg,2,-1.361086965,14.10729599,0.446779549,0.993134379,5.794915676,646371,0,-0.081219718
121,PNEUMONIA(311).jpg,2,-1.262475729,11.94835091,0.2015751,0.983041942,5.79329586,406920.5,0,-0.141940817
122,PNEUMONIA(114).jpg,2,-1.266416788,13.52611828,0.376579016,0.994978666,5.964222908,828143.5,0,-0.044446066
123,PNEUMONIA(2200).jpg,2,-1.265570879,13.12479782,0.424938738,0.994046092,5.743094921,552502.5,0,-0.086366907
124,PNEUMONIA(259).jpg,2,-1.387067318,14.67659473,0.417833537,0.996671855,5.958895683,877398.5,0,-0.031307951
125,PNEUMONIA(585).jpg,2,-1.315547109,13.34677029,0.284770429,0.990438044,5.954720974,678240.5,0,-0.102434807
126,PNEUMONIA(2699).jpg,2,-1.351521254,13.24299431,0.325113893,0.990516663,5.756092072,460822,0,-0.096060015
127,PNEUMONIA(2597).jpg,2,-1.184242129,12.6218996,0.39100346,0.994258404,5.839497089,649049,0,-0.073107898
128,PNEUMONIA(1643).jpg,2,-1.243313193,13.15658665,0.363460571,0.993227601,5.922161102,735256,0,-0.061154258
129,PNEUMONIA(1898).jpg,2,-1.201741576,11.27773094,0.218766734,0.982275605,5.664940834,313607,0,-0.209510341
130,PNEUMONIA(3371).jpg,2,-1.334929585,13.06595898,0.315943599,0.987806976,5.754698277,452095.5,0,-0.142891958
131,PNEUMONIA(1851).jpg,2,-1.351128459,13.46371841,0.430982172,0.989946127,5.639983177,437431,0,-0.116426304
132,PNEUMONIA(2771).jpg,2,-1.305119038,12.44456577,0.323081911,0.986259401,5.60502243,325598,0,-0.142026559
133,PNEUMONIA(884).jpg,2,-1.196999192,11.19032001,0.149119079,0.98033756,5.837872505,417268,0,-0.159882694
134,PNEUMONIA(353).jpg,2,-1.43593967,15.61316395,0.397493154,0.997401416,6.161614895,1334253.5,0,-0.030165363
135,PNEUMONIA(382).jpg,2,-1.495472312,15.05029392,0.594876349,0.994006217,5.525285721,493179,0.30103001,-0.09622591
136,PNEUMONIA(526).jpg,2,-1.309618473,12.94199848,0.407905668,0.991327643,5.605063438,385723,0,-0.092210717
137,PNEUMONIA(2228).jpg,2,-1.33194387,14.69696808,0.41178295,0.997030139,6.118441105,1259277,0,-0.038523506
138,PNEUMONIA(3044).jpg,2,-1.192931056,12.10313129,0.345052361,0.990708709,5.714962482,445196,0,-0.075159013
139,PNEUMONIA(64).jpg,2,-1.275491118,12.60087585,0.321384937,0.989028811,5.729331017,433500.5,0,-0.093436353
140,PNEUMONIA(2715).jpg,2,-1.292453051,13.38643169,0.377612114,0.993296206,5.849256516,636752.5,0,-0.060830347
141,PNEUMONIA(1382).jpg,2,-1.302983165,13.87258339,0.38697955,0.995593786,5.966823101,847911.5,0,-0.059243385
142,PNEUMONIA(2753).jpg,2,-1.427136421,14.37145519,0.392951816,0.994258404,5.812256813,591835.5,0,-0.051179186
143,PNEUMONIA(860).jpg,2,-1.210816979,13.48984528,0.347783893,0.995826364,6.159546375,1236093,0,-0.037354078
144,PNEUMONIA(2441).jpg,2,-1.263833523,13.47803593,0.329959184,0.994633079,6.042155743,905226,0.30103001,-0.054364581
145,PNEUMONIA(2643).jpg,2,-1.360592127,14.56009769,0.339459956,0.996434033,6.129395962,1116051.5,0,-0.063546129
146,PNEUMONIA(477).jpg,2,-1.337170601,12.85451508,0.363888472,0.987568736,5.59247303,340824,0,-0.115846895
147,PNEUMONIA(1513).jpg,2,-1.182064891,12.0174818,0.129636735,0.987273932,6.246882915,1040315.5,0,-0.157107353
148,PNEUMONIA(611).jpg,2,-1.349997163,13.03904819,0.355268419,0.990961611,5.639282227,373321,0,-0.123869225
149,PNEUMONIA(2916).jpg,2,-1.552192092,15.74757481,0.584180176,0.996434033,5.622973919,587383.5,0,-0.065751739
150,PNEUMONIA(1729).jpg,2,-0.950792432,7.220226765,0.112074658,0.893620551,4.875784397,43322.5,0.30103001,-0.550393283
151,PNEUMONIA(2139).jpg,2,-1.545341969,15.83364964,0.564090848,0.995826364,5.695573807,656328,0,-0.053566184
152,PNEUMONIA(1697).jpg,2,-1.479372382,15.17853546,0.56447643,0.99536407,5.650900841,601565,0,-0.078473404
153,PNEUMONIA(1501).jpg,2,-0.743453801,9.338008881,0.364104301,0.995286882,5.934629917,912209.5,0,-0.041460399
154,PNEUMONIA(89).jpg,2,-1.300450921,14.21408844,0.416990042,0.995826364,6.034483433,1054337,0,-0.027697179
155,PNEUMONIA(10).jpg,2,-1.306028128,13.744133,0.308166564,0.993671179,6.062029362,905613,0,-0.066850625
156,PNEUMONIA(1256).jpg,2,-1.493940592,16.26024055,0.463470101,0.996671855,6.097599983,1311403.5,0,-0.020094646
157,PNEUMONIA(2049).jpg,2,-1.316276789,13.12683201,0.401470989,0.991892755,5.660962105,432314,0,-0.090987332
158,PNEUMONIA(1309).jpg,2,-1.078533292,9.851747513,0.066871502,0.965405703,5.989251614,527226.5,0.30103001,-0.301831663
159,PNEUMONIA(1718).jpg,2,-0.971263409,7.32118988,0.101805709,0.899630427,4.936599255,49086.5,0,-0.564355731
160,PNEUMONIA(153).jpg,2,-1.150279999,11.9538784,0.161234379,0.990106523,6.207753181,999436.5,0,-0.104439899
161,PNEUMONIA(1349).jpg,2,-1.268985271,13.33611393,0.403513253,0.991834879,5.844210625,664843.5,0,-0.083121516
162,PNEUMONIA(1540).jpg,2,-1.22779429,12.33637714,0.358128041,0.990987778,5.682580948,419442.5,0,-0.088951819
163,PNEUMONIA(2831).jpg,2,-1.304479241,12.75980949,0.359225422,0.984869361,5.643749714,381860,0,-0.143665418
164,PNEUMONIA(1350).jpg,2,-1.188801408,12.55417061,0.394928455,0.99354893,5.794484615,590070,0,-0.077859476
165,PNEUMONIA(2063).jpg,2,-1.346892357,15.19542789,0.433094472,0.997413695,6.202774525,1597905,0,-0.019779716
166,PNEUMONIA(423).jpg,2,-1.259899735,14.06267643,0.375159651,0.996434033,6.169447899,1327890.5,0,-0.032104831
167,PNEUMONIA(2820).jpg,2,-1.266101599,13.13258076,0.373625308,0.993030846,5.835937977,614469.5,0,-0.057117537
168,PNEUMONIA(2847).jpg,2,-1.275274873,13.50212383,0.369442344,0.994473696,5.946080208,782911.5,0,-0.061165527
169,PNEUMONIA(66).jpg,2,-1.328900933,12.6587019,0.297076702,0.984286726,5.672368526,361696,0,-0.119377546
170,PNEUMONIA(1532).jpg,2,-1.407719493,14.92230415,0.443319082,0.995966733,5.942813873,889349.5,0,-0.050878484
171,PNEUMONIA(1450).jpg,2,-1.2824471,13.26258469,0.381507635,0.993883729,5.82465601,605910.5,0,-0.084805004
172,PNEUMONIA(3140).jpg,2,-1.332986593,13.04477882,0.337362498,0.990106523,5.711963177,426710,0,-0.112067997
173,PNEUMONIA(2482).jpg,2,-1.290694594,12.62416553,0.254685968,0.987963259,5.838723183,493973.5,0,-0.132320315
174,PNEUMONIA(2509).jpg,2,-1.42451489,14.58173752,0.379017442,0.993630707,5.906705379,716087,0,-0.037903622
175,PNEUMONIA(3159).jpg,2,-1.302396417,14.45280647,0.34160918,0.99691236,6.244397163,1468147.5,0,-0.043393511
176,PNEUMONIA(2147).jpg,2,-1.229339838,12.7468586,0.344481677,0.99431783,5.851331711,604044.5,0,-0.075611919
177,PNEUMONIA(937).jpg,2,-1.326914907,15.10319042,0.451593131,0.998669505,6.196006298,1642876,0,-0.007266342
178,PNEUMONIA(1473).jpg,2,-1.160738468,12.20665455,0.318577349,0.995286882,5.887648582,628015,0,-0.04145949
179,PNEUMONIA(1458).jpg,2,-1.230124116,13.17944336,0.252843499,0.996434033,6.186486721,1098625.5,0,-0.038908113
180,PNEUMONIA(2136).jpg,2,-1.58204186,17.49319077,0.600279987,0.998154581,6.01292181,1493445.5,0,-0.015019782
181,PNEUMONIA(3087).jpg,2,-1.157112122,9.889582634,0.215848476,0.959749639,5.260567665,123594,0,-0.41004172
182,PNEUMONIA(1419).jpg,2,-1.227712035,12.95633984,0.300022185,0.991680086,6.017794132,814133.5,0,-0.100572698
183,PNEUMONIA(120).jpg,2,-1.368703723,13.74509239,0.415952325,0.992851436,5.715088844,501940.5,0,-0.048526794
184,PNEUMONIA(1298).jpg,2,-1.258584857,13.1150713,0.359491587,0.99383688,5.874743462,652461,0,-0.050288644
185,PNEUMONIA(355).jpg,2,-1.358635187,15.16799927,0.388287157,0.99691236,6.24004364,1584110,0,-0.042630486
186,PNEUMONIA(1095).jpg,2,-1.189179301,12.5683403,0.308312565,0.992475331,5.967497826,740713.5,0.30103001,-0.093134776
187,PNEUMONIA(576).jpg,2,-1.372057199,13.49560642,0.346246332,0.990987778,5.750836849,472783,0,-0.103644766
188,PNEUMONIA(2201).jpg,2,-1.282506704,13.18572712,0.317940772,0.990961611,5.918417454,665822,0,-0.087326057
189,PNEUMONIA(1145).jpg,2,-1.25353992,12.40963173,0.356578231,0.987971127,5.64774847,384398,0,-0.110400915
190,PNEUMONIA(3230).jpg,2,-1.211812973,12.92196941,0.366824508,0.99439013,5.916731834,733678,0,-0.071398683
191,PNEUMONIA(1911).jpg,2,-1.330590844,12.91665459,0.333422035,0.990583599,5.683235168,396377,0,-0.095514059
192,PNEUMONIA(1533).jpg,2,-1.341357589,13.59775257,0.359060198,0.992654383,5.83116436,583380.5,0,-0.081482202
193,PNEUMONIA(2219).jpg,2,-1.501582742,14.74470615,0.531250417,0.993671179,5.531983376,418639.5,0,-0.087892272
194,PNEUMONIA(1299).jpg,2,-1.17731905,12.07770348,0.478390783,0.988758862,5.500532627,364066.5,0,-0.096368633
195,PNEUMONIA(3395).jpg,2,-1.372052908,13.50168705,0.425285786,0.990609109,5.613862991,405389.5,0,-0.117497638
196,PNEUMONIA(749).jpg,2,-0.949327707,9.760202408,0.249383941,0.983702719,5.643431187,325403,0,-0.184956893
197,PNEUMONIA(2409).jpg,2,-1.483958364,15.20756817,0.500557184,0.994258404,5.755034447,651271,0,-0.066553831
198,PNEUMONIA(1196).jpg,2,-1.386978626,15.20590305,0.50286901,0.996199012,5.982997894,1120272.5,0,-0.046056096
199,PNEUMONIA(1512).jpg,2,-1.165966153,11.77424049,0.116039656,0.988578796,6.251488686,1030930.5,0,-0.111739159
200,PNEUMONIA(2250).jpg,2,-1.22037518,11.51651096,0.313183576,0.983411372,5.49922657,253324,0,-0.16142717
201,PNEUMONIA(3222).jpg,2,-1.296902299,12.29541588,0.25136891,0.984017611,5.719386578,372701,0,-0.146314487
202,PNEUMONIA(1146).jpg,2,-1.392653346,14.81471443,0.360824466,0.993883729,6.088540554,1054655.5,0,-0.062332723
203,PNEUMONIA(266).jpg,2,-1.129089952,11.68016148,0.417454779,0.992653728,5.586796761,388307.5,0,-0.084483869
204,PNEUMONIA(2263).jpg,2,-1.221344113,11.53379154,0.21802327,0.983964503,5.713844776,350432,0,-0.179818496
205,PNEUMONIA(498).jpg,2,-1.310845256,12.57649708,0.309229791,0.987824023,5.662103176,361740.5,0,-0.133513704
206,PNEUMONIA(1934).jpg,2,-1.242925167,12.28106403,0.326757729,0.99024868,5.687612057,399034.5,0,-0.113014393
207,PNEUMONIA(705).jpg,2,-1.160927534,12.23453236,0.311116427,0.992467403,5.913536072,657936,0,-0.067457482
208,PNEUMONIA(1586).jpg,2,-1.261014462,12.50436687,0.311879128,0.987619638,5.749043465,445631.5,0,-0.096373253
209,PNEUMONIA(3257).jpg,2,-1.246644974,13.62983322,0.412802368,0.996434033,5.98841095,948303,0,-0.053758875
210,PNEUMONIA(282).jpg,2,-1.341470361,13.59469223,0.266471475,0.992082417,6.003457069,730930,0.30103001,-0.05965668
211,PNEUMONIA(81).jpg,2,-1.326215863,13.77307129,0.296809912,0.992677748,6.042478561,847335.5,0,-0.04449397
212,PNEUMONIA(3059).jpg,2,-1.498745918,15.57034969,0.493766814,0.995689332,5.838458061,774518,0,-0.043431286
213,PNEUMONIA(1653).jpg,2,-1.006244183,7.943932056,0.152988642,0.919658959,4.948026657,54548,0,-0.46517548
214,PNEUMONIA(1817).jpg,2,-1.238696814,12.59174633,0.335729122,0.991898358,5.788610935,511985.5,0,-0.094294518
215,PNEUMONIA(564).jpg,2,-1.306321025,12.56500721,0.348500609,0.988268316,5.595638275,335041,0,-0.099354669
216,PNEUMONIA(1001).jpg,2,-1.245383024,13.54855251,0.329278737,0.996061683,6.11707449,1076042.5,0,-0.038878407
